property_id,check_in_date,room_category,successful_bookings,capacity
13259,25-May-22,HRT4,8,19
12263,25-May-22,HRT4,13,19
14262,25-May-22,HRT4,9,14
12259,25-May-22,HRT4,9,14
13258,25-May-22,HRT4,9,20
13262,25-May-22,HRT4,13,20
13263,25-May-22,HRT4,9,18
11263,25-May-22,HRT4,11,18
11259,25-May-22,HRT4,10,18
12258,25-May-22,HRT4,3,6
12262,25-May-22,HRT4,3,6
14258,25-May-22,HRT4,3,7
12261,25-May-22,HRT4,3,4
11259,26-May-22,HRT1,21,30
13260,26-May-22,HRT1,19,30
14262,26-May-22,HRT1,16,30
14263,26-May-22,HRT1,15,30
12258,26-May-22,HRT1,9,19
11258,26-May-22,HRT1,12,19
12260,26-May-22,HRT1,21,40
14258,26-May-22,HRT1,15,40
14260,26-May-22,HRT1,14,26
12261,26-May-22,HRT1,16,26
11260,26-May-22,HRT1,18,34
11261,26-May-22,HRT1,12,18
11262,26-May-22,HRT1,15,31
11263,26-May-22,HRT1,22,41
12259,26-May-22,HRT1,21,32
12262,26-May-22,HRT1,9,20
12263,26-May-22,HRT1,15,25
13258,26-May-22,HRT1,8,15
13259,26-May-22,HRT1,15,42
13261,26-May-22,HRT1,21,33
13262,26-May-22,HRT1,22,38
13263,26-May-22,HRT1,13,27
14259,26-May-22,HRT1,11,24
14261,26-May-22,HRT1,16,36
12264,26-May-22,HRT1,8,16
14262,26-May-22,HRT2,15,23
13263,26-May-22,HRT2,15,29
12261,26-May-22,HRT2,23,36
12258,26-May-22,HRT2,25,50
11262,26-May-22,HRT2,20,43
11261,26-May-22,HRT2,17,24
11258,26-May-22,HRT2,15,22
14260,26-May-22,HRT2,23,38
11263,26-May-22,HRT2,22,38
11259,26-May-22,HRT2,26,41
14259,26-May-22,HRT2,21,41
14258,26-May-22,HRT2,15,39
12259,26-May-22,HRT2,23,39
11260,26-May-22,HRT2,17,34
13262,26-May-22,HRT2,19,34
13259,26-May-22,HRT2,17,44
12263,26-May-22,HRT2,26,44
12262,26-May-22,HRT2,11,30
13258,26-May-22,HRT2,15,30
12264,26-May-22,HRT2,17,40
13261,26-May-22,HRT2,23,40
13260,26-May-22,HRT2,27,40
12260,26-May-22,HRT2,21,45
14261,26-May-22,HRT2,23,45
14263,26-May-22,HRT2,22,45
14263,26-May-22,HRT3,13,29
14262,26-May-22,HRT3,20,29
14261,26-May-22,HRT3,15,29
13262,26-May-22,HRT3,19,29
12258,26-May-22,HRT3,14,27
12262,26-May-22,HRT3,13,27
14259,26-May-22,HRT3,15,27
11259,26-May-22,HRT3,23,32
11258,26-May-22,HRT3,5,8
13260,26-May-22,HRT3,15,24
11263,26-May-22,HRT3,13,20
11261,26-May-22,HRT3,14,21
13261,26-May-22,HRT3,14,25
11262,26-May-22,HRT3,9,18
11260,26-May-22,HRT3,10,20
12263,26-May-22,HRT3,10,16
14258,26-May-22,HRT3,10,21
12264,26-May-22,HRT3,10,24
12259,26-May-22,HRT3,12,16
12260,26-May-22,HRT3,12,25
12261,26-May-22,HRT3,12,19
13258,26-May-22,HRT3,12,26
13263,26-May-22,HRT3,12,23
14260,26-May-22,HRT3,12,19
13259,26-May-22,HRT3,11,23
12262,26-May-22,HRT4,2,6
14259,26-May-22,HRT4,2,3
11258,26-May-22,HRT4,2,3
11260,26-May-22,HRT4,4,7
14261,26-May-22,HRT4,4,7
13261,26-May-22,HRT4,5,9
11261,26-May-22,HRT4,6,10
12260,26-May-22,HRT4,6,13
12264,26-May-22,HRT4,6,17
13260,26-May-22,HRT4,8,15
14260,26-May-22,HRT4,10,16
13259,26-May-22,HRT4,8,19
12263,26-May-22,HRT4,12,19
14262,26-May-22,HRT4,8,14
12259,26-May-22,HRT4,9,14
13258,26-May-22,HRT4,10,20
13262,26-May-22,HRT4,13,20
13263,26-May-22,HRT4,9,18
11263,26-May-22,HRT4,11,18
11259,26-May-22,HRT4,12,18
11262,26-May-22,HRT4,3,6
12258,26-May-22,HRT4,3,6
14263,26-May-22,HRT4,3,6
14258,26-May-22,HRT4,3,7
12261,26-May-22,HRT4,3,4
14263,27-May-22,HRT3,14,29
13260,27-May-22,HRT1,19,30
14262,27-May-22,HRT1,17,30
14263,27-May-22,HRT1,16,30
12258,27-May-22,HRT1,10,19
11258,27-May-22,HRT1,12,19
12260,27-May-22,HRT1,18,40
14258,27-May-22,HRT1,19,40
14260,27-May-22,HRT1,18,26
12261,27-May-22,HRT1,16,26
11260,27-May-22,HRT1,19,34
11261,27-May-22,HRT1,10,18
11262,27-May-22,HRT1,15,31
11263,27-May-22,HRT1,23,41
12259,27-May-22,HRT1,19,32
12262,27-May-22,HRT1,9,20
12263,27-May-22,HRT1,15,25
13258,27-May-22,HRT1,8,15
13259,27-May-22,HRT1,18,42
13261,27-May-22,HRT1,20,33
13262,27-May-22,HRT1,21,38
13263,27-May-22,HRT1,13,27
14259,27-May-22,HRT1,13,24
14261,27-May-22,HRT1,18,36
12264,27-May-22,HRT1,6,16
14262,27-May-22,HRT2,14,23
13263,27-May-22,HRT2,15,29
12261,27-May-22,HRT2,19,36
12258,27-May-22,HRT2,26,50
11262,27-May-22,HRT2,19,43
11261,27-May-22,HRT2,13,24
11258,27-May-22,HRT2,13,22
14260,27-May-22,HRT2,24,38
11263,27-May-22,HRT2,26,38
11259,27-May-22,HRT2,28,41
14259,27-May-22,HRT2,18,41
14258,27-May-22,HRT2,16,39
12259,27-May-22,HRT2,26,39
11260,27-May-22,HRT2,18,34
13262,27-May-22,HRT2,22,34
13259,27-May-22,HRT2,17,44
12263,27-May-22,HRT2,31,44
12262,27-May-22,HRT2,13,30
13258,27-May-22,HRT2,14,30
12264,27-May-22,HRT2,19,40
13261,27-May-22,HRT2,27,40
13260,27-May-22,HRT2,28,40
12260,27-May-22,HRT2,25,45
14261,27-May-22,HRT2,24,45
14263,27-May-22,HRT2,21,45
11259,27-May-22,HRT1,18,30
14262,27-May-22,HRT3,16,29
14261,27-May-22,HRT3,16,29
13262,27-May-22,HRT3,20,29
12258,27-May-22,HRT3,14,27
12262,27-May-22,HRT3,11,27
14259,27-May-22,HRT3,15,27
11259,27-May-22,HRT3,22,32
11258,27-May-22,HRT3,5,8
13260,27-May-22,HRT3,16,24
11263,27-May-22,HRT3,13,20
12260,27-May-22,HRT3,13,25
13261,27-May-22,HRT3,13,25
11262,27-May-22,HRT3,9,18
12264,27-May-22,HRT3,9,24
12263,27-May-22,HRT3,10,16
13259,27-May-22,HRT3,10,23
14258,27-May-22,HRT3,10,21
12259,27-May-22,HRT3,12,16
12261,27-May-22,HRT3,12,19
13258,27-May-22,HRT3,12,26
13263,27-May-22,HRT3,12,23
14260,27-May-22,HRT3,12,19
11260,27-May-22,HRT3,11,20
11261,27-May-22,HRT3,11,21
14259,27-May-22,HRT4,2,3
11258,27-May-22,HRT4,2,3
11260,27-May-22,HRT4,4,7
12260,27-May-22,HRT4,5,13
11261,27-May-22,HRT4,6,10
13261,27-May-22,HRT4,6,9
12264,27-May-22,HRT4,7,17
13260,27-May-22,HRT4,10,15
14260,27-May-22,HRT4,9,16
13259,27-May-22,HRT4,7,19
12263,27-May-22,HRT4,12,19
14262,27-May-22,HRT4,9,14
12259,27-May-22,HRT4,9,14
13258,27-May-22,HRT4,11,20
13262,27-May-22,HRT4,10,20
13263,27-May-22,HRT4,10,18
11263,27-May-22,HRT4,12,18
11259,27-May-22,HRT4,11,18
11262,27-May-22,HRT4,3,6
12258,27-May-22,HRT4,3,6
12262,27-May-22,HRT4,3,6
14263,27-May-22,HRT4,3,6
14258,27-May-22,HRT4,3,7
14261,27-May-22,HRT4,3,7
12261,27-May-22,HRT4,3,4
11259,28-May-22,HRT1,26,30
13260,28-May-22,HRT1,24,30
14262,28-May-22,HRT1,26,30
14263,28-May-22,HRT1,22,30
12258,28-May-22,HRT1,15,19
11258,28-May-22,HRT1,17,19
12260,28-May-22,HRT1,29,40
14258,28-May-22,HRT1,25,40
14260,28-May-22,HRT1,24,26
12261,28-May-22,HRT1,24,26
11260,28-May-22,HRT1,24,34
11261,28-May-22,HRT1,16,18
11262,28-May-22,HRT1,23,31
11263,28-May-22,HRT1,39,41
12259,28-May-22,HRT1,27,32
12262,28-May-22,HRT1,13,20
12263,28-May-22,HRT1,25,25
13258,28-May-22,HRT1,12,15
13259,28-May-22,HRT1,24,42
13261,28-May-22,HRT1,31,33
13262,28-May-22,HRT1,32,38
13263,28-May-22,HRT1,19,27
14259,28-May-22,HRT1,18,24
14261,28-May-22,HRT1,26,36
12264,28-May-22,HRT1,9,16
14262,28-May-22,HRT2,23,23
13263,28-May-22,HRT2,20,29
12261,28-May-22,HRT2,32,36
12258,28-May-22,HRT2,36,50
11262,28-May-22,HRT2,33,43
11261,28-May-22,HRT2,23,24
11258,28-May-22,HRT2,19,22
14260,28-May-22,HRT2,33,38
11263,28-May-22,HRT2,31,38
11259,28-May-22,HRT2,36,41
14259,28-May-22,HRT2,30,41
14258,28-May-22,HRT2,25,39
12259,28-May-22,HRT2,38,39
11260,28-May-22,HRT2,27,34
13262,28-May-22,HRT2,31,34
13259,28-May-22,HRT2,27,44
12263,28-May-22,HRT2,40,44
12262,28-May-22,HRT2,17,30
13258,28-May-22,HRT2,23,30
12264,28-May-22,HRT2,24,40
13261,28-May-22,HRT2,34,40
13260,28-May-22,HRT2,33,40
12260,28-May-22,HRT2,34,45
14261,28-May-22,HRT2,31,45
14263,28-May-22,HRT2,35,45
14263,28-May-22,HRT3,22,29
14262,28-May-22,HRT3,26,29
14261,28-May-22,HRT3,20,29
13262,28-May-22,HRT3,27,29
12258,28-May-22,HRT3,22,27
12262,28-May-22,HRT3,18,27
14259,28-May-22,HRT3,19,27
11259,28-May-22,HRT3,31,32
12260,28-May-22,HRT3,18,25
13261,28-May-22,HRT3,24,25
11261,28-May-22,HRT3,20,21
11263,28-May-22,HRT3,17,20
12261,28-May-22,HRT3,17,19
13258,28-May-22,HRT3,19,26
13260,28-May-22,HRT3,24,24
13263,28-May-22,HRT3,16,23
14260,28-May-22,HRT3,17,19
12263,28-May-22,HRT3,15,16
12264,28-May-22,HRT3,15,24
11258,28-May-22,HRT3,8,8
13259,28-May-22,HRT3,13,23
14258,28-May-22,HRT3,13,21
11260,28-May-22,HRT3,14,20
11262,28-May-22,HRT3,14,18
12259,28-May-22,HRT3,14,16
14259,28-May-22,HRT4,2,3
12261,28-May-22,HRT4,4,4
11260,28-May-22,HRT4,5,7
11262,28-May-22,HRT4,5,6
12258,28-May-22,HRT4,5,6
14258,28-May-22,HRT4,5,7
14261,28-May-22,HRT4,5,7
14263,28-May-22,HRT4,5,6
11261,28-May-22,HRT4,9,10
12260,28-May-22,HRT4,9,13
13261,28-May-22,HRT4,9,9
12264,28-May-22,HRT4,10,17
13260,28-May-22,HRT4,13,15
14260,28-May-22,HRT4,15,16
13259,28-May-22,HRT4,12,19
12263,28-May-22,HRT4,17,19
14262,28-May-22,HRT4,14,14
12259,28-May-22,HRT4,13,14
13258,28-May-22,HRT4,13,20
13262,28-May-22,HRT4,19,20
13263,28-May-22,HRT4,13,18
11263,28-May-22,HRT4,16,18
11259,28-May-22,HRT4,18,18
12262,28-May-22,HRT4,3,6
11258,28-May-22,HRT4,3,3
11259,29-May-22,HRT1,23,30
13260,29-May-22,HRT1,25,30
14262,29-May-22,HRT1,22,30
14263,29-May-22,HRT1,19,30
12258,29-May-22,HRT1,12,19
11258,29-May-22,HRT1,14,19
12260,29-May-22,HRT1,22,40
14258,29-May-22,HRT1,19,40
14260,29-May-22,HRT1,22,26
12261,29-May-22,HRT1,19,26
11260,29-May-22,HRT1,20,34
11261,29-May-22,HRT1,11,18
11262,29-May-22,HRT1,17,31
11263,29-May-22,HRT1,34,41
12259,29-May-22,HRT1,22,32
12262,29-May-22,HRT1,9,20
12263,29-May-22,HRT1,17,25
13258,29-May-22,HRT1,8,15
13259,29-May-22,HRT1,20,42
13261,29-May-22,HRT1,26,33
13262,29-May-22,HRT1,32,38
13263,29-May-22,HRT1,17,27
14259,29-May-22,HRT1,15,24
14261,29-May-22,HRT1,23,36
12264,29-May-22,HRT1,8,16
14262,29-May-22,HRT2,19,23
13263,29-May-22,HRT2,16,29
12261,29-May-22,HRT2,27,36
12258,29-May-22,HRT2,34,50
11262,29-May-22,HRT2,25,43
11261,29-May-22,HRT2,19,24
11258,29-May-22,HRT2,16,22
14260,29-May-22,HRT2,31,38
11263,29-May-22,HRT2,27,38
11259,29-May-22,HRT2,31,41
14259,29-May-22,HRT2,28,41
14258,29-May-22,HRT2,19,39
12259,29-May-22,HRT2,33,39
11260,29-May-22,HRT2,19,34
13262,29-May-22,HRT2,28,34
13259,29-May-22,HRT2,25,44
12263,29-May-22,HRT2,30,44
12262,29-May-22,HRT2,14,30
13258,29-May-22,HRT2,20,30
12264,29-May-22,HRT2,21,40
13261,29-May-22,HRT2,27,40
13260,29-May-22,HRT2,30,40
12260,29-May-22,HRT2,27,45
14261,29-May-22,HRT2,29,45
14263,29-May-22,HRT2,27,45
14263,29-May-22,HRT3,19,29
14262,29-May-22,HRT3,20,29
14261,29-May-22,HRT3,16,29
13262,29-May-22,HRT3,24,29
12258,29-May-22,HRT3,17,27
12262,29-May-22,HRT3,13,27
14259,29-May-22,HRT3,18,27
11259,29-May-22,HRT3,27,32
11258,29-May-22,HRT3,7,8
12260,29-May-22,HRT3,17,25
13261,29-May-22,HRT3,20,25
11261,29-May-22,HRT3,17,21
13258,29-May-22,HRT3,17,26
13260,29-May-22,HRT3,18,24
14260,29-May-22,HRT3,15,19
12263,29-May-22,HRT3,13,16
12264,29-May-22,HRT3,13,24
11263,29-May-22,HRT3,14,20
12261,29-May-22,HRT3,14,19
13263,29-May-22,HRT3,14,23
11260,29-May-22,HRT3,11,20
11262,29-May-22,HRT3,11,18
12259,29-May-22,HRT3,11,16
13259,29-May-22,HRT3,11,23
14258,29-May-22,HRT3,11,21
12262,29-May-22,HRT4,2,6
14259,29-May-22,HRT4,2,3
12258,29-May-22,HRT4,4,6
11260,29-May-22,HRT4,4,7
14258,29-May-22,HRT4,4,7
14261,29-May-22,HRT4,4,7
11261,29-May-22,HRT4,8,10
12260,29-May-22,HRT4,8,13
13261,29-May-22,HRT4,7,9
12264,29-May-22,HRT4,7,17
13260,29-May-22,HRT4,12,15
14260,29-May-22,HRT4,10,16
13259,29-May-22,HRT4,9,19
12263,29-May-22,HRT4,13,19
14262,29-May-22,HRT4,9,14
12259,29-May-22,HRT4,11,14
13258,29-May-22,HRT4,11,20
13262,29-May-22,HRT4,15,20
13263,29-May-22,HRT4,11,18
11263,29-May-22,HRT4,12,18
11259,29-May-22,HRT4,15,18
11262,29-May-22,HRT4,3,6
14263,29-May-22,HRT4,3,6
12261,29-May-22,HRT4,3,4
11258,29-May-22,HRT4,3,3
14263,30-May-22,HRT3,12,29
13260,30-May-22,HRT1,15,30
14262,30-May-22,HRT1,17,30
14263,30-May-22,HRT1,13,30
12258,30-May-22,HRT1,8,19
11258,30-May-22,HRT1,10,19
12260,30-May-22,HRT1,15,40
14258,30-May-22,HRT1,17,40
14260,30-May-22,HRT1,14,26
12261,30-May-22,HRT1,14,26
11260,30-May-22,HRT1,15,34
11261,30-May-22,HRT1,9,18
11262,30-May-22,HRT1,12,31
11263,30-May-22,HRT1,20,41
12259,30-May-22,HRT1,18,32
12262,30-May-22,HRT1,10,20
12263,30-May-22,HRT1,11,25
13258,30-May-22,HRT1,7,15
13259,30-May-22,HRT1,16,42
13261,30-May-22,HRT1,17,33
13262,30-May-22,HRT1,20,38
13263,30-May-22,HRT1,11,27
14259,30-May-22,HRT1,10,24
14261,30-May-22,HRT1,14,36
12264,30-May-22,HRT1,7,16
14262,30-May-22,HRT2,12,23
13263,30-May-22,HRT2,14,29
12261,30-May-22,HRT2,22,36
12258,30-May-22,HRT2,23,50
11262,30-May-22,HRT2,16,43
11261,30-May-22,HRT2,13,24
11258,30-May-22,HRT2,11,22
14260,30-May-22,HRT2,19,38
11263,30-May-22,HRT2,20,38
11259,30-May-22,HRT2,24,41
14259,30-May-22,HRT2,22,41
14258,30-May-22,HRT2,13,39
12259,30-May-22,HRT2,21,39
11260,30-May-22,HRT2,12,34
13262,30-May-22,HRT2,17,34
13259,30-May-22,HRT2,18,44
12263,30-May-22,HRT2,20,44
12262,30-May-22,HRT2,9,30
13258,30-May-22,HRT2,12,30
12264,30-May-22,HRT2,13,40
13261,30-May-22,HRT2,19,40
13260,30-May-22,HRT2,22,40
12260,30-May-22,HRT2,19,45
14261,30-May-22,HRT2,16,45
14263,30-May-22,HRT2,18,45
11259,30-May-22,HRT1,14,30
14262,30-May-22,HRT3,13,29
14261,30-May-22,HRT3,12,29
13262,30-May-22,HRT3,14,29
12258,30-May-22,HRT3,10,27
12262,30-May-22,HRT3,9,27
14259,30-May-22,HRT3,10,27
11259,30-May-22,HRT3,17,32
11258,30-May-22,HRT3,4,8
13259,30-May-22,HRT3,7,23
11260,30-May-22,HRT3,8,20
11262,30-May-22,HRT3,8,18
12259,30-May-22,HRT3,8,16
12263,30-May-22,HRT3,8,16
14258,30-May-22,HRT3,8,21
12264,30-May-22,HRT3,8,24
13258,30-May-22,HRT3,13,26
13261,30-May-22,HRT3,13,25
14260,30-May-22,HRT3,9,19
11263,30-May-22,HRT3,10,20
12260,30-May-22,HRT3,12,25
11261,30-May-22,HRT3,11,21
12261,30-May-22,HRT3,11,19
13260,30-May-22,HRT3,11,24
13263,30-May-22,HRT3,11,23
11260,30-May-22,HRT4,2,7
12262,30-May-22,HRT4,2,6
14263,30-May-22,HRT4,2,6
11258,30-May-22,HRT4,2,3
13261,30-May-22,HRT4,4,9
12260,30-May-22,HRT4,5,13
11261,30-May-22,HRT4,6,10
12264,30-May-22,HRT4,6,17
14259,30-May-22,HRT4,1,3
13260,30-May-22,HRT4,9,15
14260,30-May-22,HRT4,8,16
13259,30-May-22,HRT4,6,19
12263,30-May-22,HRT4,10,19
14262,30-May-22,HRT4,7,14
12259,30-May-22,HRT4,8,14
13258,30-May-22,HRT4,9,20
13262,30-May-22,HRT4,10,20
13263,30-May-22,HRT4,8,18
11263,30-May-22,HRT4,10,18
11259,30-May-22,HRT4,9,18
11262,30-May-22,HRT4,3,6
12258,30-May-22,HRT4,3,6
14258,30-May-22,HRT4,3,7
14261,30-May-22,HRT4,3,7
12261,30-May-22,HRT4,3,4
11259,31-May-22,HRT1,16,30
14262,31-May-22,HRT1,15,30
14263,31-May-22,HRT1,13,30
12258,31-May-22,HRT1,10,19
11258,31-May-22,HRT1,10,19
12260,31-May-22,HRT1,18,40
14258,31-May-22,HRT1,14,40
14260,31-May-22,HRT1,12,26
12261,31-May-22,HRT1,15,26
11260,31-May-22,HRT1,16,34
11261,31-May-22,HRT1,9,18
11262,31-May-22,HRT1,12,31
11263,31-May-22,HRT1,20,41
12259,31-May-22,HRT1,14,32
12262,31-May-22,HRT1,6,20
12263,31-May-22,HRT1,15,25
13258,31-May-22,HRT1,6,15
13259,31-May-22,HRT1,15,42
13261,31-May-22,HRT1,18,33
13262,31-May-22,HRT1,22,38
13263,31-May-22,HRT1,12,27
14259,31-May-22,HRT1,9,24
14261,31-May-22,HRT1,12,36
12264,31-May-22,HRT1,5,16
14262,31-May-22,HRT2,11,23
13263,31-May-22,HRT2,13,29
12261,31-May-22,HRT2,18,36
12258,31-May-22,HRT2,18,50
11262,31-May-22,HRT2,20,43
11261,31-May-22,HRT2,12,24
11258,31-May-22,HRT2,12,22
14260,31-May-22,HRT2,21,38
11263,31-May-22,HRT2,17,38
11259,31-May-22,HRT2,25,41
14259,31-May-22,HRT2,20,41
14258,31-May-22,HRT2,14,39
12259,31-May-22,HRT2,22,39
11260,31-May-22,HRT2,12,34
13262,31-May-22,HRT2,20,34
13259,31-May-22,HRT2,14,44
12263,31-May-22,HRT2,27,44
12262,31-May-22,HRT2,11,30
13258,31-May-22,HRT2,14,30
12264,31-May-22,HRT2,13,40
13261,31-May-22,HRT2,23,40
13260,31-May-22,HRT2,18,40
12260,31-May-22,HRT2,20,45
14261,31-May-22,HRT2,20,45
14263,31-May-22,HRT2,18,45
14263,31-May-22,HRT3,10,29
13260,31-May-22,HRT1,12,30
14262,31-May-22,HRT3,14,29
14261,31-May-22,HRT3,11,29
13262,31-May-22,HRT3,13,29
12258,31-May-22,HRT3,11,27
12262,31-May-22,HRT3,9,27
14259,31-May-22,HRT3,10,27
11259,31-May-22,HRT3,16,32
11258,31-May-22,HRT3,4,8
11262,31-May-22,HRT3,7,18
12259,31-May-22,HRT3,7,16
14258,31-May-22,HRT3,6,21
12263,31-May-22,HRT3,8,16
13261,31-May-22,HRT3,13,25
13260,31-May-22,HRT3,14,24
11260,31-May-22,HRT3,9,20
13259,31-May-22,HRT3,9,23
12264,31-May-22,HRT3,9,24
12261,31-May-22,HRT3,10,19
13258,31-May-22,HRT3,10,26
14260,31-May-22,HRT3,10,19
12260,31-May-22,HRT3,12,25
13263,31-May-22,HRT3,12,23
11261,31-May-22,HRT3,11,21
11263,31-May-22,HRT3,11,20
11260,31-May-22,HRT4,2,7
11262,31-May-22,HRT4,2,6
14259,31-May-22,HRT4,2,3
11258,31-May-22,HRT4,2,3
11261,31-May-22,HRT4,5,10
13261,31-May-22,HRT4,5,9
12260,31-May-22,HRT4,6,13
12264,31-May-22,HRT4,6,17
13260,31-May-22,HRT4,9,15
14260,31-May-22,HRT4,8,16
13259,31-May-22,HRT4,6,19
12263,31-May-22,HRT4,10,19
14262,31-May-22,HRT4,7,14
12259,31-May-22,HRT4,7,14
13258,31-May-22,HRT4,8,20
13262,31-May-22,HRT4,10,20
13263,31-May-22,HRT4,7,18
11263,31-May-22,HRT4,9,18
11259,31-May-22,HRT4,8,18
12258,31-May-22,HRT4,3,6
12262,31-May-22,HRT4,3,6
14263,31-May-22,HRT4,3,6
14258,31-May-22,HRT4,3,7
14261,31-May-22,HRT4,3,7
12261,31-May-22,HRT4,3,4
11259,01-Jun-22,HRT1,14,30
13260,01-Jun-22,HRT1,18,30
14262,01-Jun-22,HRT1,18,30
14263,01-Jun-22,HRT1,14,30
12258,01-Jun-22,HRT1,8,19
11258,01-Jun-22,HRT1,9,19
12260,01-Jun-22,HRT1,17,40
14258,01-Jun-22,HRT1,12,40
14260,01-Jun-22,HRT1,14,26
12261,01-Jun-22,HRT1,14,26
11260,01-Jun-22,HRT1,15,34
11261,01-Jun-22,HRT1,10,18
11262,01-Jun-22,HRT1,14,31
11263,01-Jun-22,HRT1,23,41
12259,01-Jun-22,HRT1,17,32
12262,01-Jun-22,HRT1,7,20
12263,01-Jun-22,HRT1,12,25
13258,01-Jun-22,HRT1,6,15
13259,01-Jun-22,HRT1,14,42
13261,01-Jun-22,HRT1,19,33
13262,01-Jun-22,HRT1,20,38
13263,01-Jun-22,HRT1,12,27
14259,01-Jun-22,HRT1,11,24
14261,01-Jun-22,HRT1,15,36
12264,01-Jun-22,HRT1,5,16
14262,01-Jun-22,HRT2,10,23
13263,01-Jun-22,HRT2,12,29
12261,01-Jun-22,HRT2,16,36
12258,01-Jun-22,HRT2,19,50
11262,01-Jun-22,HRT2,19,43
11261,01-Jun-22,HRT2,12,24
11258,01-Jun-22,HRT2,9,22
14260,01-Jun-22,HRT2,18,38
11263,01-Jun-22,HRT2,22,38
11259,01-Jun-22,HRT2,21,41
14259,01-Jun-22,HRT2,18,41
14258,01-Jun-22,HRT2,15,39
12259,01-Jun-22,HRT2,21,39
11260,01-Jun-22,HRT2,14,34
13262,01-Jun-22,HRT2,17,34
13259,01-Jun-22,HRT2,16,44
12263,01-Jun-22,HRT2,22,44
12262,01-Jun-22,HRT2,10,30
13258,01-Jun-22,HRT2,14,30
12264,01-Jun-22,HRT2,15,40
13261,01-Jun-22,HRT2,18,40
13260,01-Jun-22,HRT2,21,40
12260,01-Jun-22,HRT2,18,45
14261,01-Jun-22,HRT2,20,45
14263,01-Jun-22,HRT2,19,45
14263,01-Jun-22,HRT3,12,29
14262,01-Jun-22,HRT3,15,29
14261,01-Jun-22,HRT3,13,29
13262,01-Jun-22,HRT3,16,29
12258,01-Jun-22,HRT3,11,27
12262,01-Jun-22,HRT3,9,27
14259,01-Jun-22,HRT3,11,27
11259,01-Jun-22,HRT3,15,32
11258,01-Jun-22,HRT3,4,8
12259,01-Jun-22,HRT3,7,16
14258,01-Jun-22,HRT3,7,21
11260,01-Jun-22,HRT3,8,20
11262,01-Jun-22,HRT3,8,18
13259,01-Jun-22,HRT3,8,23
12264,01-Jun-22,HRT3,8,24
13261,01-Jun-22,HRT3,13,25
12260,01-Jun-22,HRT3,9,25
12261,01-Jun-22,HRT3,9,19
12263,01-Jun-22,HRT3,9,16
13263,01-Jun-22,HRT3,9,23
14260,01-Jun-22,HRT3,9,19
11263,01-Jun-22,HRT3,10,20
13260,01-Jun-22,HRT3,12,24
11261,01-Jun-22,HRT3,11,21
13258,01-Jun-22,HRT3,11,26
12258,01-Jun-22,HRT4,2,6
12262,01-Jun-22,HRT4,2,6
14258,01-Jun-22,HRT4,2,7
11258,01-Jun-22,HRT4,2,3
13261,01-Jun-22,HRT4,4,9
12264,01-Jun-22,HRT4,5,17
11261,01-Jun-22,HRT4,6,10
12260,01-Jun-22,HRT4,6,13
14259,01-Jun-22,HRT4,1,3
13260,01-Jun-22,HRT4,8,15
14260,01-Jun-22,HRT4,9,16
13259,01-Jun-22,HRT4,6,19
12263,01-Jun-22,HRT4,9,19
14262,01-Jun-22,HRT4,7,14
12259,01-Jun-22,HRT4,7,14
13258,01-Jun-22,HRT4,8,20
13262,01-Jun-22,HRT4,9,20
13263,01-Jun-22,HRT4,7,18
11263,01-Jun-22,HRT4,10,18
11259,01-Jun-22,HRT4,8,18
11262,01-Jun-22,HRT4,3,6
14263,01-Jun-22,HRT4,3,6
11260,01-Jun-22,HRT4,3,7
14261,01-Jun-22,HRT4,3,7
12261,01-Jun-22,HRT4,3,4
14263,02-Jun-22,HRT3,11,29
11259,02-Jun-22,HRT1,17,30
13260,02-Jun-22,HRT1,16,30
14262,02-Jun-22,HRT1,17,30
14263,02-Jun-22,HRT1,14,30
12258,02-Jun-22,HRT1,7,19
11258,02-Jun-22,HRT1,9,19
12260,02-Jun-22,HRT1,20,40
14258,02-Jun-22,HRT1,13,40
14260,02-Jun-22,HRT1,12,26
12261,02-Jun-22,HRT1,18,26
11260,02-Jun-22,HRT1,15,34
11261,02-Jun-22,HRT1,11,18
11262,02-Jun-22,HRT1,13,31
11263,02-Jun-22,HRT1,23,41
12259,02-Jun-22,HRT1,20,32
12262,02-Jun-22,HRT1,8,20
12263,02-Jun-22,HRT1,13,25
13258,02-Jun-22,HRT1,6,15
13259,02-Jun-22,HRT1,14,42
13261,02-Jun-22,HRT1,17,33
13262,02-Jun-22,HRT1,19,38
13263,02-Jun-22,HRT1,10,27
14259,02-Jun-22,HRT1,10,24
14261,02-Jun-22,HRT1,14,36
12264,02-Jun-22,HRT1,6,16
14262,02-Jun-22,HRT2,10,23
13263,02-Jun-22,HRT2,13,29
12261,02-Jun-22,HRT2,20,36
12258,02-Jun-22,HRT2,21,50
11262,02-Jun-22,HRT2,20,43
11261,02-Jun-22,HRT2,11,24
11258,02-Jun-22,HRT2,10,22
14260,02-Jun-22,HRT2,19,38
11263,02-Jun-22,HRT2,18,38
11259,02-Jun-22,HRT2,24,41
14259,02-Jun-22,HRT2,18,41
14258,02-Jun-22,HRT2,13,39
12259,02-Jun-22,HRT2,24,39
11260,02-Jun-22,HRT2,14,34
13262,02-Jun-22,HRT2,17,34
13259,02-Jun-22,HRT2,17,44
12263,02-Jun-22,HRT2,26,44
12262,02-Jun-22,HRT2,10,30
13258,02-Jun-22,HRT2,13,30
12264,02-Jun-22,HRT2,17,40
13261,02-Jun-22,HRT2,19,40
